poi_id,poi_name,poi_type,poi_subtype,commentId,content,score,touristTypeDisplay,timeDuration,publishTypeTag,景点名
39227053,同善堂历史档案陈列馆,知识科普型,历史文化遗产,160191458,拖延症补功课 澳门NO。10 《同善堂》 沿着旅行主要路线“新马路”闲逛。许多岔路走进去都会有些意外收获。这里便是中医一条街吧？任何保留传统的地方，都会有其特别著名的中医药流传承下来，参观药局也能了解这个城市的历史。 现在这里已经成为一个慈善机构，陈列馆内详细记载了当地中医名流的事迹。另外这个建筑也很值得参观哦！,5.0,,,2019-08-08 发布点评,同善堂历史档案陈列馆
20905949,土地暨自然博物馆,知识科普型,博物馆,198938279,土地暨自然博物馆，在石排湾郊野公园里，是一座具有教学辅导作用的生动有趣的展馆。        土地暨自然博物馆，分为两个展览馆，五个展区，介绍澳门的地理，气候，树木，农耕用具，植物的种子，当地动物及昆虫标本等。,5.0,朋友出游,1小时内,2024-12-02 发布点评,土地暨自然博物馆
20905949,土地暨自然博物馆,知识科普型,博物馆,165885502,位于路环石排湾郊野公园内的土地暨自然博物馆，就在大熊猫馆的边上，免门票参观，看完大熊猫可以顺便去看下。非常小的一个博物馆，一个展馆是介绍农具化石历史啥的，还在一个是展馆是爬虫类和昆虫。十几分钟就可以逛完。,5.0,,,2021-03-04 发布点评,土地暨自然博物馆
20905949,土地暨自然博物馆,知识科普型,博物馆,164877424,澳门土地暨自然博物馆，博物馆里面有很多的种子植物标本，我感觉特别的有意思很适合带小朋友过来游玩，很有教育意义，非常值得推荐,4.0,,,2020-10-24 发布点评,土地暨自然博物馆
38332842,天主教艺术博物馆与墓室,知识科普型,博物馆,157359404,这个博物馆算是意外的发现，在大三巴牌坊后面的地下室。该博物馆于1995年修建成博物馆，1996年对外开放。虽然整个馆不是很大，但是展品都是精挑细选出来的。馆内的陈列了不少天主教宗教文化的艺术作品。印象深刻的是一个罕有的十七世纪木质的圣弥额尔大天神，以及象牙制的小雕塑，精致而生动。出口处也简单罗列了大三巴牌坊的变迁史。,4.0,,,2018-12-04 发布点评,天主教艺术博物馆与墓室
38332842,天主教艺术博物馆与墓室,知识科普型,博物馆,172444855,这里是大三巴牌坊后面的地下室，可以直接跟着人流慢慢走下去，空间很小，阴冷潮湿。这里收藏和展示了很多相关展品，展馆被精心布置。,4.0,,,2022-08-31 发布点评,天主教艺术博物馆与墓室
84720,妈祖文化村,文化康乐型,文化小镇,202021905,澳门妈祖文化村‌，位于澳门路环岛的叠石塘山上，是宗教文化景点。        妈祖文化村的核心建筑是天后宫，此外，文化村还设有山顶公园和妈祖圣像，天气晴朗的时候，能见度好，在山顶是俯瞰澳门海面的绝佳视角‌。,4.0,朋友出游,2小时,2025-01-19 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,162263844,"从石排郊野公园那边有免费接驳车上山,但半小时才一趟, 我从三月份跟朋友去求愿求签,都觉得非常灵验,解签的师傅是逢周二周三休息,之前看签文跟他解释都不同,但他所讲的事情都灵验了....所以现在固定时间都去还神或求愿!!!! 秋天去可能没那么晒, 比较适合就当去郊游一下, 但有禁忌说入庙不能带伞,因为雨伞求甚么都会散。到访石排湾郊野公园熊猫馆的旅客，可以顺道前往马祖文化村，它就坐落在公园后的山上。旅客从熊猫馆侧门走出去，那停车场旁边可以看见一个大牌坊，就有上山的穿梭巴士。马祖文化村内的寺庙雄伟，空间够大，很多善信求签。求签后记着号码，去柜台买求签纸（20元）。我跟朋友来几次，每次的都很灵验！旁边在往山顶走几分钟，就可以看到一座大马祖像及远眺澳门及珠海的风景，适合游客观光及顺道祈福喔⋯⋯",5.0,,,2019-12-11 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,215974410,在做大熊猫馆攻略的时候看到了地图上的妈祖文化村，虽然我平时不常礼佛，但正好有无法摆脱的烦心事需要跟妈祖大人倾诉一下。在携程里看了大家的评论，知道有免费接驳车，半个小时一班，也了解了大概的位置，但是班车具体在哪里等，发车时间，评论里没有说的太具体。抱着尝试找找，如果找不到就放弃的想法，我们上午先参观了大熊猫馆，问了工作人员，去往石排湾公园的停车场，看到了大石牌坊，石牌坊后面直接就是上山的路了。现场没有明显的指示牌，为了找免费班车的停靠位置，我们也是在那边徘徊了一阵子。我们去公交站那边问别人，对方表示自己也是游客，不太清楚。然后我们又回到大石牌坊那里转了一圈，在上山入口边上一个比较隐蔽的地方发现了班车时间表。我们决定就先在班车时间表这里等一等，下一班车是11:40，因为不清楚班车长什么样子，期间只要是山上开下来的车，我们都有仔细观察看是不是班车。就这样等了大概10分钟，就看到印有：妈祖文化村字样的小巴来了，心里感叹这时间表是诚不欺我呀。11:20我们就坐上了班车，司机也不熄火，车上给开着空调，班车等到11:40准时发车。这20分钟期间，陆陆续续就有游客坐车，等到11:40时车子还真都坐满了，司机准时发车。车子比较破旧，但是毕竟是免费的嘛。大概开10分钟就能到妈祖文化村停车场。下了车旁边就是天后宫了。免费参观，香是要花钱请的，小的大的，各种各样的都有。（价位我不太清楚，因为我没买）整个天后宫还是挺大的，盖的很雄伟，正面有2进院子，2个正殿，侧面还有一些小的偏殿。连参观带礼佛，仔细逛了一圈下来，大概需要半个小时。侧面还有一个水铺，水都放在冰箱里，自助缴费。属于公益性质，水和饮料真的很便宜，就是个成本价，在澳门这个价位真的很良心。期间还看到有一对新人来拍婚纱照，衣服特别华丽，好漂亮的。天后宫后面还有个大鼎，和妈祖像，需要自己徒步爬一段S弯的山路过去。但不远，就一小段不辛苦的。然后返回下车的地方等班车回去就可以了。停车场对面有休息区和卫生间。 进入天后宫后，也有卫生间，设计还是很人性化的。因为天后宫进去是要上比较长一段台阶的。主要注意的是，发车时间表里的时间是发车时间，司机都是准时发车的，最好是提前去等车，因为车子是小巴，座位不多，游客人数可能比你想象的多，如果去晚了，车子可能没有座位了。等下一班要多等半个小时。往返都是如此。如果我的愿望实现了，就明年再去一趟，给妈祖烧高香,5.0,情侣夫妻,2小时,2025-07-04 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,167723801,搭乘大巴到妈祖像文化村牌坊，这里有通往天后宫和妈祖圣像的路环高顶马路，可以乘坐澳门中华妈祖基金会的穿梭巴士从石牌坊到天后宫停车场。 文化村包括天后宫、宝鼎广场、妈祖圣像，展示了从2001年澳门首届妈祖文化节起，由福建、台湾、浙江、上海、江苏、天津、河南、山东、辽宁、广东、湖南、江西、陕西、云南、广西、湖北、海南各省陆续协办历届妈祖文化节活动，泓扬了妈祖文化。,5.0,,,2021-09-20 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,162745082,"媽祖文化村是澳門的媽祖標誌性建築，作為整個文化村主體的天后宮位於路環疊石塘山頂，佔地面積約 7,000 平方米，按照閩南古建築風格設計，並參照媽祖廟傳統的規格布局。在廟宇中軸之上便是祭壇、媽祖大殿，以及兩層高的媽祖梳妝閣等，梳妝樓是媽祖日常起居之所，是天后宮建築群重要組成部分，亦是大型媽祖宮廟佈局必須建築，依閩南古建築風格建，為兩層仿古樓閣，二樓將安放觀音神像，供香客朝拜。  ⛰【景點攻略】 詳細地址：澳門路環高頂馬路  交通攻略： 拱北口岸進入關閘後乘搭25路巴士到達石排灣郊野公園站下車，步行去石牌坊停車場後轉乘由澳門中華媽祖基金會提供的免費穿梭巴士，來往於路環疊石塘山下的石牌坊停車場及天后宮停車場之間。每30分鐘一班。 石牌坊至天后宮08:45－17:30； 天后宮至石牌坊09:15－17:45。  開放時間：08:00 - 18:00(天后宫開放時間)  門票價格：免費  小Tips：每年的農歷新年有大量善信會專程上來參拜媽祖，祈求來年風調雨順！大會還提供免費的平安面和糖水給善信享用！  著名景点: 天后宫、媽祖像",5.0,,,2020-01-28 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,157692057,妈祖是广泛流传于华南沿海地区的一个保佑神，她本是一个海边渔妇，因会看天识海，救了很多渔民，沿海各地保护台湾，每处均建有妈祖祭祀地，保佑家人平安。,5.0,,,2019-01-24 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,157512626,妈祖文化村在澳门环岛的叠石塘山下，妈祖文化村可以说是澳门古老妈祖文化的代表和象征，供奉的是海上的保护神妈祖娘娘，早上或者上午去的话人很少很适合祭拜。,5.0,,,2018-12-26 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,161980487,离市区还是有点距离，到了山脚，建议还是坐车上山顶吧，路途有点远，而且车还多，感觉不大安全，就是等车的时间有点长，牌坊是有点闽南风格的建筑，十分简单空旷，那里就是一座妈祖的雕像，很高大，雕刻还算精细，里面清香随意添香油钱就好，里面人不是很多，但也看到有信众祈福的，山上景色不错，风光无限，时间允许就去看看吧。,3.0,,,2019-11-15 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,165858821,妈祖文化的气息在澳门也是非常浓厚，同时这里的佛教文化也很强烈，吸引了许多信仰佛教的本地居民，妈祖阁不大，还是比较值得去看一看的。,5.0,,,2021-02-28 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,158037273,妈祖阁倒是值得去澳门的游客一去，虽然比较小，但景色还是很不错的。,5.0,,,2019-03-03 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,159555070,妈祖文化村是一个免费景点，到澳门的话这个景点是不能错过的。澳门信奉道教所以澳门有很多妈祖庙，这个文化村里有自尊高高的妈祖像，不能错过！,5.0,,,2019-07-03 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,171096441,澳门妈祖文化村位于路环岛叠石塘山，由澳门中华妈祖基金会投资2亿澳门元，历时三载于2003年建成，占地6200平方米。其主体建筑为妈祖巨凋神像和天后宫。,5.0,,,2022-06-16 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,165848140,妈祖文化村是澳门一个免费的景点，如果有时间可以去看看，汉白玉雕刻的妈祖雕像非常栩栩如生，人也不多，别样的妈祖文化也是值得一去的,5.0,,,2021-02-27 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,164838521,在山上，人不多，山上景色非常好，空气非常新鲜，有人在这锻炼身体，妈祖的雕像很漂亮，庙里的其他雕刻也很精美，值得一去。推荐。,5.0,,,2020-10-20 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,163390302,妈祖的雕像很漂亮，庙里的其他雕刻也很精美，值得一去。推荐。,4.0,,,2020-05-06 发布点评,妈祖文化村
84720,妈祖文化村,文化康乐型,文化小镇,74601743,妈祖文化村是一个很好的主题公园，这里有世界上最高的妈祖雕像。这里是一个了解妈祖文化的好地方。,5.0,朋友出游,,2016-06-11 发布点评,妈祖文化村
58338300,得胜花园,知识科普型,植物园,162720793,得勝花園（葡文:Jardim da Vitória，英語：Victory Garden）位於澳門士多紐拜斯大馬路及得勝馬路之間，該公園的面積雖然比澳門其他的公園小很多，不過對於澳門交通繁忙的中區來說，不失為一個寧靜舒適的好去處。  公園內設有各類休憩設施供遊人歇息，還設有健身器材供大眾使用，還有兒童遊樂場讓小朋友來放放電。  圖7的前方就是著名的盧廉若公園，從得勝花園過去只要3分鐘就能到達。  交通攻略：從拱北口岸過關後搭乘公共巴士路線：25、25B到得勝花園站下車。,5.0,,,2020-01-24 发布点评,得胜花园
76038,海事博物馆,知识科普型,博物馆,172625042,【景色】很好 【趣味】很好 【性价比】很好,3.0,,,2022-09-12 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,201629794,小而美的博物馆，很可爱。,5.0,,,2025-01-13 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163262260,澳门实在太小土地金贵，人口的密度太大，澳门的各种设施都比较小，但是又比较齐全。逛了妈祖庙，偶然看到在广场的左角。有一个蓝白色的三层的小楼，大门写着海事博物馆。这就是澳门海事博物馆，因为澳门靠海，是个海洋城市，海上贸易发展起来的。所以有海事博物馆也不为奇，这里曾经是葡萄牙人登陆的地方。大门口右侧看到了一首龙舟，这是澳门参加龙舟比赛所使用的。博物馆门票不贵，10澳元。博物馆就像一艘扬着白帆的三桅船，停泊在妈阁庙前。地下的展厅主要介绍中国南部及澳门渔民的生活情况。展品包括各种中式帆船、内港鱼栏、说明各种捕鱼的方法┅┅,5.0,,,2020-04-22 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,208880239,位于澳门半岛的澳门海事博物馆值得花时间一游，体验非常好，场馆不大，逛下来一小时左右，可以跟附近的妈阁庙联游，一块玩的话两个小时搞定，推荐,5.0,家庭亲子,1小时内,2025-04-16 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,199564296,‌海事博物馆‌是指专门展示和介绍海事历史、技术和文化的博物馆。以下是几个著名的海事博物馆的简介：  中国航海博物馆 位于上海浦东新区滴水湖畔，中国航海博物馆是国内唯一一座国家级航海类专题博物馆。博物馆以“航海”为主线，分设航海历史、船舶、航海与港口、海事与海上安全、海员、军事航海六大展馆，以及海洋、航海体育与休闲两个专题展区。博物馆的建筑设计形如一艘扬帆起航的巨轮，象征着中国航运业在波涛中前行的坚韧与力量‌1。  澳门海事博物馆 澳门海事博物馆是中国澳门历史最悠久的博物馆之一，位于妈阁庙前地。博物馆分为海事民俗展览厅、海事历史展览厅、海事技术展览厅和水族馆四个展区，主要介绍中国与葡萄牙在海事方面的历史。展品包括葡萄牙传统渔船模型、17世纪澳门地理立体模型、东望洋灯塔模型等。博物馆还设有图书馆，藏书涵盖海事技术、海事民俗学、葡萄牙及中国的海事历史等‌23。  英国国家海事博物馆 位于英国伦敦格林威治区，英国国家海事博物馆坐落在格林威治世界海事遗产遗址之上。博物馆由三座相连的馆址组成：海事陈列馆、皇家天文台和建于17世纪的皇后之屋。该博物馆展示了丰富的海事历史和文化遗产，包括本初子午线和伦敦唯一的天文台‌。,5.0,情侣夫妻,3小时,2024-12-14 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,162216599,在妈阁庙的右侧约20公尺，门票成人10Mop，虽然需要付费，但是我觉得博物馆内的设计和所表达的意涵，相当值得一探究竟，非常丰富有趣，里面有妈阁的起源介绍、海事相关船只物品介绍、还有一个小水族馆可以参观，建议不赶时间的人，可以来这边参观，大约要1～2个小时才逛的完 P.S海事博物馆那边没有饭店免费接驳车，但是公车站牌很多，在「妈阁」那站下车即可，澳门的公车便宜又方便，可以多利用哦☺️ 一间很有趣的博物馆，馆内展示出澳门的捕渔业发展，也介绍了以往葡萄牙人东来及郑和七次下西洋的历史，馆内还介绍了澳门的航运及对外交通的演进，很值得对澳门海事发展有兴趣的人到来参观。澳门这个地方本来也没有太大，这个海事博物馆也没有太大，但给我的感觉就是“麻雀虽小五脏俱全”，里面展览给游客的东西确实很多的，有些还有着很深刻的文化内涵。这里有好看的渔船，介绍澳门历史的图画，形状各异又挺漂亮的贝壳，关于澳门渔业发展的历史，比较有意义，来看看绝对的推荐。,5.0,,,2019-12-06 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,164730025,澳门历史最悠久的一间博物馆，对面是妈阁庙。博物馆的陈列大楼就建在当年首批葡萄牙人登岸的地方。一楼展览厅，让人彷佛置身在航船的甲板上。而博物馆顶楼的展品与航海技术及海上交通工具有关。地下的展厅主要介绍中国南部及澳门渔民的生活情况。展品包括各种中式帆船、内港鱼栏、说明各种捕鱼的方法。,5.0,,,2020-10-10 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,170502093,建成于1987年的澳门海事愽物馆，座落在澳门妈祖庙对面。博物馆的陈列大楼就建在当年首批葡萄牙人登岸的地方。澳门愽物馆内外处处都洋溢着满满的海洋气息。,5.0,,,2022-05-04 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,168869502,免费参观的博物馆，普及一下航海知识和在海洋渔民如何打鱼的模型；也讲述了澳门在17世纪开埠的历史。整个馆设计非常有特色的，连洗手间都好像在船上一样的感觉。,5.0,,,2021-12-25 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,162216597,"跟随一带一路脚步，我也走访过很多海事博物馆。这次来到澳门海事博物馆，让我了解到航海的历史，各种船舶的介绍，澳门海洋业的发展，郑和下西洋的介绍，让我对海上丝绸之路有了更多了解。相对澳门博物馆, 海事博物馆成立较早而主题集中以澳门开埠到近代海事及发展历史。展品多以陈列模型为主辅以文字说明。文字较多但可清楚了解开埠的因由及400多年的发展中葡人的角色及不同时代的变化, 较适合喜欢历史人仕。参观完后可到妈阁庙逛一逛或坐车到不同地区(妈阁是一个比较大的公车总站)",4.0,,,2019-12-06 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163397183,就在妈祖阁旁边，喜欢海事或是喜欢博物馆的人可以去，但对这些都没有兴趣的人可以不用去也行。当时刚刚可以免费入场，平时好像要收费的，就在炮台附近，里面很多关于澳门的历史，值得一去。,5.0,,,2020-05-07 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163367816,博物馆的陈列大楼就建在当年首批 葡萄牙 人登岸的地方。澳门海事博物馆主要介绍这地区的主要海事活动，包括：中国南部的捕鱼方法和传统渔船、科学技术和交通工具、葡国和中国的海事历史。,5.0,,,2020-05-04 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163373570,该建筑看上去与内港水域抛锚的远航之船形似，建筑内有历史悠久的海事工艺品。走出建筑，迎来的是水族馆走廊。参观海事博物馆的同时，你也可以到其对面的妈祖庙游览一番。值得一去！,5.0,,,2020-05-04 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163366460,展示当地人辛勤的捕鱼行业，特定的年代都是这么过来的，其实哪里都差不多。展示了海洋考古出的文物，荷兰铜钟、中国瓷器、石锚、火炮、船模型等，用文物勾勒出时代发展的轨迹。,5.0,,,2020-05-03 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163397212,展示南方沿海“疍家”风俗文化、海文化，让游客更了解海上文化，值得一去！非常有特色，展示了中国的航海史和澳门的历史，尤其是有大量精美的各式中国古代船模型，非常有趣。,5.0,,,2020-05-07 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,161937526,还是博物馆，就在妈祖阁的旁边，又靠近海边，里面主要展出的是渔民的的生活方式，和航海相关的东西，有通过纪录片尽兴还原，有很多航海的模型，捕鱼用的工具，一些鱼类的标本，还有漂亮的贝壳，门票也不会，进去看看也不错。,4.0,,,2019-11-11 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,156763089,海事博物馆是这条街上最靠谱的博物馆，有中文讲解器。整个博物馆参观的部分都是在船舱里，虽然不大但是小而全。东西方文明、贸易的重要枢纽，不管是古代的海上丝绸之路，还是后来新航路的开辟，这里都是航海的必经之路。从馆里讲述历史脉络中可以看出，殖民并不是一件很不幸的事情，关键是被谁殖民？葡萄牙、西班牙人都不太靠谱，但荷兰人就很好，大英帝国更好。,4.0,,,2018-09-28 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163374744,就在妈阁庙旁边，可以顺道参观。博物馆规模不大，馆藏也没有很特别处。这里观光完之后还可以做题，考察自己对澳门的人文历史的了解程度，最后还有拍照留念，非常好玩！,5.0,,,2020-05-04 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163391941,"海事博物馆就在妈祖庙的旁边，喜欢博物馆的不要错过,票价几块钱，很便宜，非常有特色，展示了中国的航海史和澳门的历史，有葡国, 澳门及南中国地区的船只模型。",5.0,,,2020-05-06 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163367900,一楼展览厅，让人彷佛置身在航船的甲板上。而博物馆顶楼的展品与航海技术及海上交通工具有关。地下的展厅主要介绍中国南部及澳门渔民的生活情况。非常值得一看！,5.0,,,2020-05-04 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163366214,澳门 海事博物馆是 澳门 历史最悠久的一间博物馆，对面是妈阁庙。澳门历史最悠久的一间博物馆，对面是妈阁庙。博物馆的陈列大楼就建在当年首批葡萄牙人登岸的地方。,5.0,,,2020-05-03 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163372802,别样的澳门，自由行才能体会。虽小但很精致，亲子游推荐。这里观光完之后还可以做题，考察自己对澳门的人文历史的了解程度，最后还有拍照留念，非常好玩！,5.0,,,2020-05-04 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,171783644,海事博物馆位于妈祖庙对面，详细记载了澳门半岛与海文化的主题。,5.0,,,2022-07-27 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163705708,建筑风格典雅幽静，环境优雅，丰富的海事信息让人大开眼界。,5.0,,,2020-06-24 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,167428005,介绍了澳门的航海历史，还有很多轮船的模型。,5.0,,,2021-08-12 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,162875471,馆里有介绍荷兰在海事的历史和发展，分室内展览区和室外，几艏古典船舶可以登上去参观。,4.0,,,2020-02-20 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,165426282,海事博物馆面积不是很大，看一看也挺好玩的,5.0,,,2020-12-30 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,160883035,一个很有特色的博物馆，有空可以看一看~,5.0,,,2019-09-11 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,174663127,挺好的呀呀呀呀呀呀呀呀呀呀呀呀呀呀呀,5.0,,,2023-01-22 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,157811813,有很多展品，就在媽閣廟對面，交通方便,5.0,,,2019-02-08 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,169637819,博物馆主要展出就是一些海航的东西哦,5.0,,,2022-02-24 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,165270401,不错，挺多东西看，了解一下澳门历史,5.0,,,2020-12-09 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,171092748,海事博物馆也可以丰富自己的知识哦,5.0,,,2022-06-16 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,164236034,很有风格的博物馆，环境优雅大气。,5.0,,,2020-08-25 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,171012485,海事博物馆，这里有很多纪念物，,5.0,,,2022-06-10 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,170663364,澳门的海事活动还是比较可以的哦,5.0,,,2022-05-16 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,169886765,还是博物馆也是比较值得一看的哦,5.0,,,2022-03-15 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,165565118,都是古代的一些著名的海事海商!,5.0,,,2021-01-18 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163624340,这个博物馆路过过，但没有进去。,5.0,,,2020-06-10 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,74600750,海事博物馆就在妈阁庙附近。这里的游客不是很多，主要是一些学生来这里参观，了解一些航海方面的知识。,5.0,朋友出游,,2016-06-11 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,163390965,有“北方威尼斯”之称，是一座奇异的城市！,4.0,,,2020-05-06 发布点评,海事博物馆
76038,海事博物馆,知识科普型,博物馆,171516037,点赞棒棒哒，点赞棒棒哒，点赞棒棒哒,4.0,,,2022-07-13 发布点评,海事博物馆
