大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
知识科普型,博物馆,52018610,王羲之故居洗砚池晋墓博物馆,4.8,20,泰盛广场/人民广场,临沂,临沂 · 泰盛广场/人民广场,,,,"博物馆&展馆, 场馆展馆",,否,https://dimg04.c-ctrip.com/images/0103z12000f6ua1ls6880.jpg,https://you.ctrip.com/sight/linyi480/4641241.html?scene=onlinesearch,35.074988,118.34791
知识科普型,博物馆,101366,中国阿胶博物馆,4.8,61,,东阿,东阿,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0102n12000ly8tfm444B7.jpg,https://you.ctrip.com/sight/donge2893/140754.html?scene=onlinesearch,36.34804,116.269289
知识科普型,博物馆,88945,兖州博物馆,4.5,85,,济宁,济宁,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/1mh5b12000ayw14ts520C.webp,https://you.ctrip.com/sight/jining658/72139.html?scene=onlinesearch,35.565998,116.841001
知识科普型,博物馆,91762,青岛市民俗博物馆,4.3,164,栈桥/中山路步行街,青岛,青岛 · 栈桥/中山路步行街,,,明清砖木结构建筑群,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/01A11120008wi4sxf202B.jpg,https://you.ctrip.com/sight/qingdao5/110246.html?scene=onlinesearch,36.067352,120.333725
知识科普型,博物馆,101874,莒州博物馆,4.6,93,,莒县,莒县,,,赏精美展品，了解莒县文化,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0100w120008ov1h1k7CED.jpg,https://you.ctrip.com/sight/jucounty2888/141324.html?scene=onlinesearch,35.595261,118.865757
知识科普型,博物馆,24649389,登州博物馆,5.0,16,蓬莱阁/海洋馆/宝龙街,烟台,烟台 · 蓬莱阁/海洋馆/宝龙街,,,设有海防重镇厅,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0100t12000f6snjiz5046.jpg,https://you.ctrip.com/sight/yantai170/1830263.html?scene=onlinesearch,37.831489,120.758881
知识科普型,博物馆,97286,北极星钟表文化博物馆,4.3,138,第一海水浴场/烟台港,烟台,烟台 · 第一海水浴场/烟台港,,,汇集古今中外钟表奇观,"展馆展览, 遛娃宝藏地",,否,https://dimg04.c-ctrip.com/images/0100m120009hzqqju5B68.jpg,https://you.ctrip.com/sight/yantai170/135641.html?scene=onlinesearch,37.549338,121.413131
知识科普型,博物馆,33785866,潍坊风筝博物馆风筝制作体验,4.8,145,,潍坊,潍坊,,,体验制作风筝的乐趣,特色展馆,,否,https://dimg04.c-ctrip.com/images/01A2z12000a51xub444F4.jpg,https://you.ctrip.com/sight/weifang226/2484269.html?scene=onlinesearch,36.71002,119.121347
知识科普型,博物馆,97112,邹城博物馆,4.6,43,,邹城,邹城,,,不同历史时期的文物珍品近千件,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0102d12000atmyrjsD6D9.jpg,https://you.ctrip.com/sight/zoucheng1359/135391.html?scene=onlinesearch,35.395031,116.98638
知识科普型,博物馆,145511835,中国(国际)矿晶博物馆,4.3,3,温泉度假区/蓝色硅谷,青岛,青岛 · 温泉度假区/蓝色硅谷,,,,博物馆&展馆,门票,否,https://dimg04.c-ctrip.com/images/1lo2m12000eyu1jtzEF27.jpg,https://you.ctrip.com/sight/qingdao5/145511835.html?scene=onlinesearch,36.384874,120.695534
知识科普型,博物馆,38336778,周村烧饼博物馆店(直营店),4.8,31,周村古商城,淄博,淄博 · 周村古商城,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/100shk1439jpuksc0C839.jpg,https://you.ctrip.com/sight/zibo536/2527539.html?scene=onlinesearch,36.804653,117.848251
知识科普型,博物馆,39845881,啤酒文化博物馆,0.0,0,黄岛金沙滩度假区,青岛,青岛 · 黄岛金沙滩度假区,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/1lo6x12000bkarm7x3B6C.jpg,https://you.ctrip.com/sight/qingdao5/4022342.html?scene=onlinesearch,35.958863,120.243267
知识科普型,博物馆,145120968,大汶口遗址博物馆,5.0,2,,泰安,泰安,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0105s12000f53s3nx41D3.jpg,https://you.ctrip.com/sight/taian746/145120968.html?scene=onlinesearch,35.949603,117.092112
知识科普型,博物馆,148587223,青岛市海洋军事博物馆-555导弹护卫舰模型,0.0,0,,青岛,青岛,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/0106e12000f6nukvr33E1.jpg,https://you.ctrip.com/sight/qingdao5/148587223.html?scene=onlinesearch,36.061351,120.430171
知识科普型,博物馆,24650227,菏泽市博物馆,4.4,74,火车站/天香公园,菏泽,菏泽 · 火车站/天香公园,,,一座地志性综合博物馆,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104f12000f6u085jA37D.jpg,https://you.ctrip.com/sight/heze708/1831132.html?scene=onlinesearch,35.239815,115.498952
知识科普型,博物馆,78046,莱阳市博物馆,4.8,82,,莱阳,莱阳,,,建有馆舍53间,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0102j12000aocbd243EC8.jpg,https://you.ctrip.com/sight/laiyang1838/9859.html?scene=onlinesearch,36.981902,120.719553
知识科普型,博物馆,105418511,青岛海底隧道博物馆,4.0,3,黄岛金沙滩度假区,青岛,青岛 · 黄岛金沙滩度假区,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0101z12000apg9a47F0E5.jpg,https://you.ctrip.com/sight/qingdao5/105418511.html?scene=onlinesearch,36.00854,120.296191
知识科普型,博物馆,28325681,东夷文化博物馆,4.2,38,临沂机场/国际会展中心,临沂,临沂 · 临沂机场/国际会展中心,,,东夷文化的辉煌成就与发展脉络,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104212000f6qd4gjB9C0.jpg,https://you.ctrip.com/sight/linyi480/1930465.html?scene=onlinesearch,35.043765,118.398531
知识科普型,博物馆,79437131,莱州市博物馆,5.0,8,,莱州,莱州,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104012000b19kz8lA015.jpg,https://you.ctrip.com/sight/laizhou1161/5703510.html?scene=onlinesearch,37.201627,119.941922
知识科普型,博物馆,10554004,奥帆博物馆,4.4,145,五四广场/奥帆中心,青岛,青岛 · 五四广场/奥帆中心,,,以奥帆赛及奥帆文化为主题,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0100x12000f6tv3wf0DCB.jpg,https://you.ctrip.com/sight/qingdao5/114414.html?scene=onlinesearch,36.059085,120.400873
知识科普型,博物馆,24654816,诸城博物馆,4.7,61,,诸城,诸城,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0106212000a7iyddbCB4F.jpg,https://you.ctrip.com/sight/zhucheng2077/1835614.html?scene=onlinesearch,36.024548,119.411784
知识科普型,博物馆,18163614,平度市博物馆,4.9,53,,平度,平度,,,展现东夷和石刻文化,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0101d1200092ln8is9E9D.jpg,https://you.ctrip.com/sight/pingdu1565/1510486.html?scene=onlinesearch,36.792534,119.963925
知识科普型,博物馆,145018791,民航博物馆(青岛机场分馆),1.0,2,青岛胶东国际机场,胶州,胶州 · 青岛胶东国际机场,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/1lo5212000di7f4qwB5ED.jpg,https://you.ctrip.com/sight/jiaozhou1836/145018791.html?scene=onlinesearch,36.366224,120.100679
知识科普型,博物馆,56373181,青岛纺织博物馆,4.5,25,青岛北站/李村夜市,青岛,青岛 · 青岛北站/李村夜市,,,九个专题馆展示纺织文化,"博物馆, 博物馆&展馆",门票,否,https://dimg04.c-ctrip.com/images/10010x000000l5fejA57F.jpg,https://you.ctrip.com/sight/qingdao5/5009362.html?scene=onlinesearch,36.151318,120.385699
知识科普型,博物馆,39862817,泰安市博物馆会展中心陈列室,4.4,14,万达广场/泰安老街,泰安,泰安 · 万达广场/泰安老街,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0101t1200067yxuxaF4BE.jpg,https://you.ctrip.com/sight/taian746/4039178.html?scene=onlinesearch,36.190672,117.094262
知识科普型,博物馆,98276445,蓬莱古船博物馆,5.0,17,蓬莱阁/海洋馆/宝龙街,烟台,烟台 · 蓬莱阁/海洋馆/宝龙街,,,参观蓬莱海里打捞出的古船,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/1mh2r12000bq457a07F6F.jpg,https://you.ctrip.com/sight/yantai170/98276445.html?scene=onlinesearch,37.826091,120.759444
知识科普型,博物馆,130369156,巨野博物馆(新馆),4.8,4,,巨野,巨野,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/01039120009pb5icz67A0.jpg,https://you.ctrip.com/sight/juye2892/130369156.html?scene=onlinesearch,35.392235,116.066641
知识科普型,博物馆,69211612,中国(寿光)国际蔬菜科技博览会-蔬菜博物馆,4.0,1,,寿光,寿光,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/1me4f12000bauax9dD5FB.jpg,https://you.ctrip.com/sight/shouguang1089/69211612.html?scene=onlinesearch,36.863682,118.824091
知识科普型,博物馆,145428290,枣庄市博物馆(西馆),5.0,1,,枣庄,枣庄,,,,博物馆&展馆,免费,是,https://dimg04.c-ctrip.com/images/0HJ2r12000g8ymm264503.jpg,https://you.ctrip.com/sight/zaozhuang656/145428290.html?scene=onlinesearch,34.796772,117.328576
知识科普型,博物馆,18189213,金石博物馆,4.6,31,石老人海水浴场/国信体育中心,青岛,青岛 · 石老人海水浴场/国信体育中心,,,观赏各种各样的奇石,"博物馆, 博物馆&展馆",免费预约,是,https://dimg04.c-ctrip.com/images/0105y12000f6twghy0361.jpg,https://you.ctrip.com/sight/qingdao5/1511308.html?scene=onlinesearch,36.106369,120.476706
知识科普型,博物馆,20929066,章丘区博物馆,4.8,17,章丘大学城,济南,济南 · 章丘大学城,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0100712000f6t7cxl2592.jpg,https://you.ctrip.com/sight/jinan128/1701047.html?scene=onlinesearch,36.683266,117.526637
知识科普型,博物馆,86854,禹王亭博物馆,4.3,76,,禹城,禹城,,,气势恢弘，了解龙山文化,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0101a12000aq6vyplF3D9.jpg,https://you.ctrip.com/sight/yucheng1446096/61720.html?scene=onlinesearch,36.963407,116.621712
